client_id,tranche_age,region,abonnement_type,anciennete_mois,mobilite,interets,categorie,prestation,prix,duree_min,niveau,mois,inscription,reinscription,statut
C191,60-69,Auvergne-Rhône-Alpes,Premium,17,Moyenne,"santé,administratif,accompagnement",Administratif,Accès numérique,23.26,30,Facile,2025-01,1,0,Confirmé
C192,60-69,Île-de-France,Basique,49,Moyenne,"administratif,loisirs",Loisirs,Atelier créatif,69.6,90,Facile,2025-11,1,0,Terminé
C193,80+,Auvergne-Rhône-Alpes,Basique,48,Faible,"administratif,loisirs,accompagnement",Santé,Suivi médical,43.26,90,Moyen,2025-07,1,1,Confirmé
C194,70-79,Bretagne,Basique,23,Moyenne,loisirs,Loisirs,Atelier mémoire,48.52,90,Moyen,2025-10,1,1,Terminé
C195,70-79,Île-de-France,Basique,47,Faible,"accompagnement,loisirs",Accompagnement,Aide courses,44.99,30,Facile,2025-02,1,1,Terminé
C196,70-79,Île-de-France,Premium,22,Moyenne,"accompagnement,loisirs",Accompagnement,Visite à domicile,58.69,30,Moyen,2025-06,1,1,Terminé
C197,60-69,Auvergne-Rhône-Alpes,Basique,48,Faible,"loisirs,accompagnement",Accompagnement,Aide courses,42.75,60,Facile,2025-04,1,0,Confirmé
C198,70-79,Île-de-France,Premium,51,Faible,"accompagnement,administratif,loisirs",Loisirs,Atelier mémoire,38.71,90,Facile,2025-12,1,0,Confirmé
C199,60-69,Auvergne-Rhône-Alpes,Basique,40,Faible,"loisirs,accompagnement",Accompagnement,Visite à domicile,33.4,30,Facile,2025-11,1,1,Terminé
C200,80+,Auvergne-Rhône-Alpes,Basique,10,Moyenne,"administratif,loisirs,accompagnement",Santé,Séance kiné,62.61,30,Facile,2025-12,1,0,Confirmé
C201,70-79,Occitanie,Premium,8,Faible,"santé,loisirs",Santé,Suivi médical,32.3,60,Facile,2025-10,1,0,Terminé
C202,70-79,Auvergne-Rhône-Alpes,Basique,52,Moyenne,"loisirs,santé,accompagnement",Administratif,Accès numérique,75.05,60,Facile,2025-09,1,1,Terminé
C203,80+,Occitanie,Basique,10,Faible,administratif,Accompagnement,Aide courses,76.94,60,Facile,2025-06,1,0,Terminé
C204,70-79,Bretagne,Basique,2,Faible,loisirs,Accompagnement,Aide courses,78.87,30,Moyen,2025-12,1,0,Confirmé
C205,70-79,Occitanie,Premium,58,Élevée,loisirs,Loisirs,Atelier créatif,30.57,60,Moyen,2025-10,1,1,Terminé
C206,70-79,Bretagne,Premium,42,Moyenne,"santé,accompagnement",Santé,Atelier bien-être,63.1,90,Facile,2025-11,1,1,Confirmé
C207,70-79,Bretagne,Basique,8,Élevée,administratif,Accompagnement,Visite à domicile,39.3,60,Moyen,2025-11,1,1,Annulé
C208,70-79,Occitanie,Basique,9,Élevée,"loisirs,santé",Administratif,Aide démarches,22.69,30,Facile,2025-03,1,0,Terminé
C209,80+,Île-de-France,Basique,25,Faible,"administratif,loisirs",Accompagnement,Visite à domicile,59.4,60,Avancé,2025-10,1,0,Confirmé
C210,70-79,Auvergne-Rhône-Alpes,Premium,4,Faible,santé,Santé,Suivi médical,45.88,90,Moyen,2025-05,1,0,Terminé
C211,60-69,Occitanie,Basique,54,Élevée,accompagnement,Administratif,Accès numérique,52.67,30,Moyen,2025-09,1,1,Terminé
C212,60-69,Île-de-France,Basique,57,Élevée,loisirs,Administratif,Accès numérique,39.93,60,Moyen,2025-08,1,1,Confirmé
C213,80+,Bretagne,Basique,22,Élevée,"administratif,accompagnement,santé",Accompagnement,Aide courses,44.99,60,Facile,2025-09,1,0,Annulé
C214,70-79,Bretagne,Basique,50,Faible,"santé,loisirs",Accompagnement,Aide courses,65.54,60,Facile,2025-05,1,1,Terminé
C215,60-69,Auvergne-Rhône-Alpes,Premium,35,Élevée,"administratif,accompagnement",Santé,Séance kiné,44.87,60,Moyen,2025-11,1,1,Terminé
C216,60-69,PACA,Basique,16,Moyenne,"loisirs,accompagnement,administratif",Accompagnement,Aide courses,50.83,30,Facile,2025-01,1,0,Terminé
C217,70-79,Auvergne-Rhône-Alpes,Premium,46,Moyenne,"administratif,accompagnement,loisirs",Loisirs,Atelier créatif,23.11,30,Facile,2025-06,1,1,Confirmé
C218,60-69,Île-de-France,Premium,46,Moyenne,accompagnement,Santé,Atelier bien-être,20.96,90,Moyen,2025-08,1,0,Terminé
C219,80+,Occitanie,Basique,28,Moyenne,administratif,Santé,Suivi médical,38.53,60,Facile,2025-03,1,0,Annulé
C220,80+,Île-de-France,Basique,3,Moyenne,"administratif,santé",Accompagnement,Transport,38.77,90,Moyen,2025-07,1,0,Confirmé
C221,70-79,Occitanie,Basique,11,Faible,"accompagnement,loisirs,administratif",Accompagnement,Aide courses,45.83,60,Moyen,2025-08,1,0,Terminé
C222,70-79,Auvergne-Rhône-Alpes,Basique,58,Faible,"loisirs,accompagnement,santé",Accompagnement,Transport,57.94,60,Moyen,2025-06,1,1,Terminé
C223,70-79,PACA,Premium,7,Faible,administratif,Administratif,Aide démarches,78.74,30,Moyen,2025-10,1,0,Annulé
C224,70-79,Auvergne-Rhône-Alpes,Basique,33,Moyenne,"santé,administratif",Administratif,Accès numérique,55.72,90,Facile,2025-06,1,1,Terminé
C225,70-79,Auvergne-Rhône-Alpes,Basique,46,Moyenne,administratif,Loisirs,Atelier créatif,60.56,30,Moyen,2025-06,1,1,Annulé
C226,70-79,Bretagne,Basique,18,Faible,"loisirs,accompagnement",Accompagnement,Aide courses,32.16,60,Moyen,2025-09,1,1,Terminé
C227,70-79,Île-de-France,Basique,18,Élevée,accompagnement,Accompagnement,Visite à domicile,78.62,30,Facile,2025-11,1,1,Confirmé
C228,70-79,Île-de-France,Basique,14,Élevée,"accompagnement,loisirs,administratif",Administratif,Aide démarches,52.81,30,Facile,2025-04,1,1,Terminé
C229,80+,Occitanie,Basique,32,Faible,santé,Loisirs,Sortie culturelle,63.96,60,Moyen,2025-02,1,1,Terminé
C230,80+,Auvergne-Rhône-Alpes,Basique,12,Moyenne,"administratif,santé,accompagnement",Santé,Séance kiné,51.29,90,Moyen,2025-01,1,0,Terminé
C231,70-79,Île-de-France,Premium,32,Élevée,accompagnement,Loisirs,Sortie culturelle,34.9,60,Facile,2025-04,1,1,Confirmé
C232,80+,PACA,Premium,21,Moyenne,"administratif,loisirs",Accompagnement,Transport,23.37,60,Facile,2025-12,1,1,Terminé
C233,70-79,PACA,Basique,37,Faible,administratif,Administratif,Gestion courrier,72.9,30,Moyen,2025-03,1,1,Terminé
C234,70-79,Occitanie,Basique,41,Moyenne,accompagnement,Administratif,Aide démarches,69.69,60,Avancé,2025-05,1,1,Terminé
C235,70-79,Île-de-France,Basique,60,Moyenne,"loisirs,accompagnement,administratif",Santé,Atelier bien-être,67.67,90,Moyen,2025-07,1,1,Terminé
C236,60-69,Île-de-France,Basique,36,Moyenne,"santé,loisirs",Santé,Suivi médical,64.44,30,Moyen,2025-06,1,0,Terminé
C237,70-79,Île-de-France,Basique,31,Élevée,"administratif,santé",Santé,Atelier bien-être,51.15,90,Facile,2025-07,1,1,Annulé
C238,70-79,Occitanie,Basique,42,Moyenne,"administratif,accompagnement,loisirs",Loisirs,Sortie culturelle,44.71,60,Facile,2025-02,1,1,Terminé
C239,70-79,Bretagne,Basique,12,Moyenne,loisirs,Loisirs,Sortie culturelle,50.74,30,Facile,2025-01,1,0,Terminé
C240,80+,Île-de-France,Basique,16,Moyenne,"loisirs,accompagnement,administratif",Accompagnement,Transport,61.32,30,Moyen,2025-09,1,0,Terminé
C241,80+,Île-de-France,Basique,50,Faible,"accompagnement,administratif,santé",Accompagnement,Aide courses,72.95,90,Facile,2025-09,1,0,Terminé
C242,60-69,Occitanie,Basique,39,Élevée,administratif,Loisirs,Atelier mémoire,79.35,30,Moyen,2025-03,1,1,Terminé
C243,70-79,Auvergne-Rhône-Alpes,Premium,3,Moyenne,"accompagnement,santé,administratif",Administratif,Gestion courrier,33.06,60,Moyen,2025-09,1,1,Terminé
C244,80+,Île-de-France,Basique,8,Moyenne,administratif,Accompagnement,Visite à domicile,65.51,90,Moyen,2025-12,1,0,Confirmé
C245,60-69,Occitanie,Basique,57,Élevée,"loisirs,santé,accompagnement",Accompagnement,Visite à domicile,54.73,60,Moyen,2025-12,1,1,Terminé
C246,60-69,Auvergne-Rhône-Alpes,Basique,44,Moyenne,"santé,administratif",Accompagnement,Aide courses,55.08,60,Facile,2025-10,1,1,Terminé
C247,70-79,Île-de-France,Basique,37,Moyenne,administratif,Administratif,Aide démarches,61.68,30,Moyen,2025-07,1,1,Terminé
C248,80+,Occitanie,Basique,54,Faible,"administratif,loisirs",Santé,Suivi médical,35.57,60,Facile,2025-03,1,1,Terminé
C249,80+,Île-de-France,Premium,58,Faible,"accompagnement,loisirs,administratif",Accompagnement,Visite à domicile,70.69,90,Moyen,2025-06,1,1,Terminé
C250,70-79,Auvergne-Rhône-Alpes,Premium,9,Faible,"loisirs,santé,accompagnement",Santé,Suivi médical,27.8,90,Facile,2025-03,1,0,Confirmé
C251,60-69,Bretagne,Basique,37,Faible,"loisirs,accompagnement",Accompagnement,Visite à domicile,53.8,30,Avancé,2025-10,1,1,Confirmé
C252,70-79,Auvergne-Rhône-Alpes,Basique,9,Faible,loisirs,Administratif,Gestion courrier,42.29,30,Moyen,2025-05,1,0,Terminé
C253,70-79,Île-de-France,Basique,37,Moyenne,"loisirs,santé,administratif",Accompagnement,Transport,71.82,90,Avancé,2025-12,1,1,Terminé
C254,70-79,Île-de-France,Basique,21,Faible,"loisirs,administratif,santé",Santé,Atelier bien-être,47.31,90,Facile,2025-02,1,1,Terminé
C255,70-79,Auvergne-Rhône-Alpes,Basique,39,Élevée,"santé,accompagnement",Loisirs,Sortie culturelle,72.9,60,Moyen,2025-06,1,1,Confirmé
C256,70-79,Occitanie,Basique,21,Moyenne,santé,Administratif,Accès numérique,72.97,60,Moyen,2025-11,1,0,Confirmé
C257,70-79,Île-de-France,Premium,19,Faible,loisirs,Accompagnement,Transport,70.84,60,Facile,2025-12,1,1,Terminé
C258,80+,PACA,Premium,18,Moyenne,"santé,accompagnement",Santé,Séance kiné,48.15,60,Avancé,2025-04,1,1,Terminé
C259,80+,Île-de-France,Premium,39,Faible,"santé,loisirs,administratif",Accompagnement,Aide courses,33.95,60,Facile,2025-01,1,1,Terminé
C260,80+,PACA,Premium,30,Moyenne,"santé,loisirs",Santé,Atelier bien-être,69.76,90,Moyen,2025-05,1,1,Terminé
C261,70-79,Auvergne-Rhône-Alpes,Basique,59,Moyenne,loisirs,Loisirs,Atelier mémoire,62.91,30,Facile,2025-09,1,1,Terminé
C262,70-79,Occitanie,Premium,14,Faible,"loisirs,santé,accompagnement",Accompagnement,Aide courses,76.43,60,Facile,2025-02,1,0,Terminé
C263,70-79,Auvergne-Rhône-Alpes,Basique,56,Élevée,"loisirs,santé",Loisirs,Atelier mémoire,50.83,30,Avancé,2025-01,1,1,Terminé
C264,70-79,PACA,Premium,53,Faible,"loisirs,administratif,santé",Accompagnement,Visite à domicile,27.9,30,Facile,2025-12,1,1,Terminé
C265,80+,Bretagne,Basique,54,Moyenne,santé,Accompagnement,Transport,73.64,30,Moyen,2025-05,1,1,Terminé
C266,60-69,Bretagne,Premium,38,Moyenne,accompagnement,Accompagnement,Aide courses,33.92,30,Moyen,2025-01,1,1,Annulé
C267,80+,Auvergne-Rhône-Alpes,Basique,58,Moyenne,loisirs,Santé,Atelier bien-être,65.63,90,Moyen,2025-07,1,0,Terminé
C268,70-79,PACA,Basique,20,Moyenne,"accompagnement,loisirs,administratif",Accompagnement,Visite à domicile,66.41,30,Facile,2025-04,1,1,Terminé
C269,80+,Île-de-France,Premium,10,Faible,santé,Accompagnement,Visite à domicile,74.9,90,Facile,2025-01,1,0,Confirmé
C270,60-69,Auvergne-Rhône-Alpes,Basique,32,Moyenne,administratif,Administratif,Gestion courrier,41.95,60,Facile,2025-03,1,1,Terminé
C271,60-69,Auvergne-Rhône-Alpes,Basique,20,Élevée,"loisirs,santé,administratif",Loisirs,Atelier mémoire,59.2,60,Facile,2025-06,1,0,Terminé
C272,70-79,PACA,Premium,35,Élevée,"loisirs,administratif",Loisirs,Sortie culturelle,67.67,90,Facile,2025-08,1,1,Annulé
C273,70-79,Île-de-France,Premium,7,Élevée,"santé,administratif",Santé,Séance kiné,29.77,90,Facile,2025-09,1,0,Confirmé
C274,60-69,PACA,Premium,19,Élevée,"santé,loisirs",Administratif,Gestion courrier,76.49,30,Facile,2025-12,1,0,Annulé
C275,70-79,PACA,Premium,22,Faible,"administratif,loisirs,santé",Santé,Atelier bien-être,76.41,30,Facile,2025-01,1,0,Confirmé
C276,70-79,Occitanie,Basique,14,Élevée,"santé,loisirs",Accompagnement,Aide courses,43.41,60,Avancé,2025-12,1,0,Terminé
C277,80+,Occitanie,Premium,39,Moyenne,"santé,administratif,loisirs",Santé,Suivi médical,24.96,90,Moyen,2025-05,1,1,Confirmé
C278,70-79,Auvergne-Rhône-Alpes,Premium,28,Faible,"administratif,santé,loisirs",Accompagnement,Transport,59.52,90,Facile,2025-11,1,0,Terminé
C279,60-69,Occitanie,Premium,8,Faible,"accompagnement,loisirs",Santé,Suivi médical,61.52,90,Facile,2025-05,1,0,Annulé
C280,70-79,PACA,Premium,16,Faible,"administratif,accompagnement,loisirs",Santé,Atelier bien-être,32.54,30,Moyen,2025-06,1,0,Confirmé
C281,60-69,Bretagne,Basique,48,Moyenne,"administratif,santé,loisirs",Administratif,Aide démarches,45.25,60,Facile,2025-05,1,1,Annulé
C282,70-79,PACA,Premium,16,Élevée,"accompagnement,loisirs",Santé,Séance kiné,56.77,90,Facile,2025-03,1,1,Terminé
C283,70-79,PACA,Premium,39,Faible,loisirs,Administratif,Accès numérique,41.29,30,Moyen,2025-05,1,1,Terminé
C284,60-69,Auvergne-Rhône-Alpes,Basique,15,Faible,administratif,Accompagnement,Visite à domicile,39.06,90,Moyen,2025-09,1,1,Terminé
C285,60-69,Occitanie,Premium,41,Moyenne,"santé,administratif,accompagnement",Loisirs,Atelier mémoire,66.86,90,Moyen,2025-11,1,0,Terminé
C286,60-69,PACA,Basique,43,Moyenne,"santé,administratif,accompagnement",Santé,Atelier bien-être,50.85,30,Avancé,2025-06,1,1,Confirmé
C287,60-69,Auvergne-Rhône-Alpes,Premium,31,Élevée,loisirs,Administratif,Gestion courrier,46.43,30,Facile,2025-07,1,1,Terminé
C288,60-69,Occitanie,Basique,13,Élevée,loisirs,Loisirs,Atelier créatif,73.23,30,Facile,2025-07,1,1,Confirmé
C289,60-69,Île-de-France,Premium,41,Faible,"accompagnement,santé",Santé,Atelier bien-être,29.58,60,Facile,2025-11,1,1,Terminé
C290,80+,Île-de-France,Basique,1,Élevée,"administratif,santé",Santé,Suivi médical,20.58,90,Facile,2025-10,1,0,Terminé
C291,70-79,PACA,Basique,12,Moyenne,"administratif,santé",Loisirs,Atelier créatif,36.29,90,Facile,2025-07,1,0,Confirmé
C292,70-79,Auvergne-Rhône-Alpes,Premium,60,Faible,administratif,Santé,Atelier bien-être,40.25,30,Facile,2025-10,1,1,Terminé
C293,80+,Bretagne,Basique,35,Moyenne,"administratif,accompagnement,loisirs",Accompagnement,Transport,74.65,30,Facile,2025-06,1,1,Terminé
C294,60-69,PACA,Basique,35,Moyenne,"accompagnement,santé,loisirs",Santé,Atelier bien-être,35.59,60,Facile,2025-04,1,1,Confirmé
C295,70-79,Occitanie,Basique,56,Faible,"administratif,accompagnement",Accompagnement,Transport,41.63,60,Facile,2025-12,1,1,Terminé
C296,60-69,Occitanie,Premium,29,Moyenne,"loisirs,administratif,accompagnement",Accompagnement,Transport,48.06,60,Facile,2025-10,1,1,Terminé
C297,70-79,Bretagne,Basique,23,Élevée,"accompagnement,loisirs,administratif",Loisirs,Atelier créatif,48.26,90,Avancé,2025-01,1,0,Terminé
C298,80+,PACA,Premium,43,Faible,"administratif,santé,loisirs",Administratif,Accès numérique,39.46,60,Avancé,2025-06,1,1,Terminé
C299,70-79,Occitanie,Basique,24,Faible,"santé,administratif",Santé,Suivi médical,59.13,90,Facile,2025-06,1,1,Terminé
C300,60-69,PACA,Basique,24,Élevée,administratif,Accompagnement,Aide courses,35.52,90,Moyen,2025-01,1,0,Terminé
C301,70-79,PACA,Basique,13,Moyenne,"administratif,loisirs,santé",Santé,Séance kiné,50.02,60,Moyen,2025-05,1,0,Terminé
C302,80+,Occitanie,Basique,5,Moyenne,"santé,accompagnement",Administratif,Aide démarches,38.47,30,Moyen,2025-02,1,0,Annulé
C303,80+,Auvergne-Rhône-Alpes,Premium,20,Moyenne,"santé,loisirs",Accompagnement,Aide courses,59.9,60,Facile,2025-12,1,0,Terminé
C304,70-79,Bretagne,Basique,51,Moyenne,"accompagnement,santé,administratif",Santé,Séance kiné,39.36,90,Facile,2025-07,1,0,Terminé
C305,80+,Bretagne,Basique,5,Moyenne,"administratif,santé,accompagnement",Administratif,Accès numérique,34.42,90,Facile,2025-12,1,1,Confirmé
C306,80+,Auvergne-Rhône-Alpes,Basique,25,Faible,"loisirs,accompagnement",Santé,Séance kiné,39.1,60,Moyen,2025-06,1,0,Terminé
C307,70-79,Occitanie,Basique,26,Faible,loisirs,Accompagnement,Visite à domicile,79.68,90,Moyen,2025-12,1,0,Terminé
C308,70-79,Bretagne,Premium,18,Faible,"santé,accompagnement",Santé,Suivi médical,52.48,90,Moyen,2025-03,1,0,Terminé
C309,60-69,PACA,Basique,10,Faible,"santé,accompagnement,loisirs",Accompagnement,Aide courses,56.82,30,Avancé,2025-08,1,0,Terminé
C310,70-79,Auvergne-Rhône-Alpes,Premium,3,Faible,"santé,administratif",Loisirs,Atelier mémoire,51.78,30,Facile,2025-09,1,0,Terminé
C311,70-79,Occitanie,Basique,10,Élevée,"administratif,santé,accompagnement",Loisirs,Atelier mémoire,35.05,90,Facile,2025-11,1,0,Terminé
C312,60-69,Auvergne-Rhône-Alpes,Basique,13,Faible,"loisirs,administratif",Loisirs,Sortie culturelle,76.46,30,Facile,2025-08,1,0,Confirmé
C313,70-79,Bretagne,Basique,51,Moyenne,"administratif,accompagnement,loisirs",Accompagnement,Visite à domicile,31.86,60,Facile,2025-07,1,1,Confirmé
C314,80+,Île-de-France,Basique,52,Moyenne,santé,Santé,Suivi médical,22.52,60,Avancé,2025-03,1,1,Annulé
C315,60-69,Occitanie,Basique,26,Moyenne,administratif,Accompagnement,Transport,45.97,30,Facile,2025-10,1,1,Terminé
C316,60-69,Auvergne-Rhône-Alpes,Premium,11,Élevée,"accompagnement,administratif",Administratif,Aide démarches,39.39,60,Avancé,2025-06,1,0,Confirmé
C317,70-79,Bretagne,Basique,36,Faible,"administratif,accompagnement",Accompagnement,Visite à domicile,21.32,30,Avancé,2025-12,1,0,Terminé
C318,60-69,PACA,Basique,52,Faible,"loisirs,santé",Loisirs,Sortie culturelle,32.98,30,Moyen,2025-10,1,1,Confirmé
C319,60-69,PACA,Premium,21,Moyenne,"administratif,santé,accompagnement",Loisirs,Atelier mémoire,44.85,90,Moyen,2025-12,1,1,Confirmé
C320,70-79,PACA,Basique,31,Élevée,administratif,Administratif,Accès numérique,59.99,90,Moyen,2025-11,1,1,Confirmé
C321,60-69,Auvergne-Rhône-Alpes,Basique,46,Élevée,santé,Loisirs,Sortie culturelle,28.72,90,Facile,2025-08,1,1,Terminé
C322,80+,Occitanie,Basique,52,Faible,"santé,accompagnement,loisirs",Santé,Suivi médical,58.73,30,Facile,2025-08,1,1,Confirmé
C323,60-69,Île-de-France,Premium,45,Moyenne,loisirs,Administratif,Accès numérique,63.73,30,Facile,2025-11,1,1,Confirmé
C324,60-69,Île-de-France,Basique,55,Moyenne,"administratif,loisirs,accompagnement",Santé,Atelier bien-être,22.49,60,Moyen,2025-08,1,1,Terminé
C325,60-69,Île-de-France,Basique,17,Élevée,"accompagnement,santé",Loisirs,Atelier créatif,66.9,30,Facile,2025-09,1,0,Terminé
C326,70-79,PACA,Premium,53,Moyenne,loisirs,Administratif,Accès numérique,21.0,90,Facile,2025-07,1,1,Terminé
C327,70-79,Occitanie,Premium,60,Faible,santé,Accompagnement,Visite à domicile,44.16,90,Moyen,2025-06,1,1,Terminé
C328,70-79,Occitanie,Premium,21,Élevée,loisirs,Loisirs,Atelier créatif,60.15,90,Moyen,2025-11,1,1,Annulé
C329,70-79,Auvergne-Rhône-Alpes,Basique,17,Faible,"santé,loisirs,administratif",Loisirs,Atelier créatif,35.67,30,Moyen,2025-09,1,0,Terminé
C330,70-79,Bretagne,Basique,19,Faible,administratif,Accompagnement,Aide courses,39.14,30,Facile,2025-09,1,1,Confirmé
C331,70-79,PACA,Premium,54,Moyenne,santé,Accompagnement,Aide courses,27.52,90,Avancé,2025-04,1,1,Terminé
C332,60-69,PACA,Premium,33,Moyenne,"accompagnement,loisirs,santé",Loisirs,Atelier mémoire,54.33,90,Facile,2025-12,1,0,Terminé
C333,70-79,Bretagne,Basique,57,Faible,loisirs,Accompagnement,Visite à domicile,51.08,60,Facile,2025-04,1,1,Terminé
C334,70-79,Île-de-France,Basique,25,Élevée,"accompagnement,loisirs,santé",Accompagnement,Aide courses,53.88,60,Avancé,2025-04,1,0,Terminé
C335,60-69,Auvergne-Rhône-Alpes,Basique,45,Faible,"loisirs,accompagnement",Administratif,Gestion courrier,71.55,30,Moyen,2025-10,1,0,Confirmé
C336,70-79,Occitanie,Basique,39,Élevée,accompagnement,Loisirs,Atelier mémoire,65.95,30,Facile,2025-04,1,1,Confirmé
C337,70-79,Bretagne,Basique,27,Faible,"accompagnement,santé",Loisirs,Sortie culturelle,38.8,30,Facile,2025-11,1,1,Terminé
C338,80+,Île-de-France,Basique,24,Faible,"accompagnement,santé,loisirs",Accompagnement,Transport,21.53,30,Facile,2025-06,1,1,Annulé
C339,70-79,Occitanie,Basique,16,Faible,santé,Accompagnement,Aide courses,74.71,60,Avancé,2025-09,1,1,Terminé
C340,60-69,Auvergne-Rhône-Alpes,Basique,27,Élevée,"administratif,accompagnement",Administratif,Aide démarches,60.96,90,Moyen,2025-08,1,0,Terminé
C341,80+,Île-de-France,Premium,28,Moyenne,"loisirs,santé",Accompagnement,Aide courses,23.22,90,Avancé,2025-06,1,1,Confirmé
C342,80+,PACA,Basique,49,Faible,loisirs,Loisirs,Atelier mémoire,78.87,90,Moyen,2025-03,1,0,Terminé
C343,70-79,Île-de-France,Basique,51,Faible,"santé,administratif",Santé,Atelier bien-être,40.99,60,Moyen,2025-08,1,1,Terminé
C344,80+,PACA,Premium,31,Moyenne,"loisirs,administratif",Administratif,Gestion courrier,35.34,60,Facile,2025-02,1,1,Terminé
C345,60-69,Bretagne,Basique,13,Élevée,"accompagnement,administratif",Accompagnement,Visite à domicile,44.91,30,Facile,2025-06,1,1,Terminé
C346,70-79,Île-de-France,Basique,15,Faible,"loisirs,administratif",Santé,Atelier bien-être,38.69,30,Facile,2025-04,1,1,Terminé
C347,70-79,Île-de-France,Basique,56,Faible,"santé,administratif,loisirs",Santé,Atelier bien-être,30.07,60,Moyen,2025-01,1,1,Terminé
C348,70-79,Occitanie,Basique,17,Faible,"administratif,loisirs,santé",Santé,Séance kiné,22.14,60,Facile,2025-02,1,1,Confirmé
C349,60-69,Bretagne,Basique,53,Moyenne,loisirs,Loisirs,Atelier créatif,66.39,60,Facile,2025-10,1,1,Confirmé
C350,80+,PACA,Premium,39,Faible,"administratif,accompagnement",Accompagnement,Transport,36.02,60,Facile,2025-11,1,1,Terminé
C351,60-69,Occitanie,Premium,37,Élevée,"administratif,loisirs",Loisirs,Atelier créatif,31.23,90,Facile,2025-12,1,1,Terminé
C352,80+,Occitanie,Premium,50,Faible,"accompagnement,loisirs",Santé,Séance kiné,79.63,60,Facile,2025-09,1,0,Terminé
C353,70-79,Auvergne-Rhône-Alpes,Basique,33,Élevée,loisirs,Santé,Suivi médical,77.33,90,Moyen,2025-12,1,1,Terminé
C354,60-69,Occitanie,Premium,9,Moyenne,loisirs,Administratif,Aide démarches,37.05,90,Avancé,2025-04,1,0,Terminé
C355,70-79,PACA,Basique,60,Moyenne,"administratif,accompagnement",Accompagnement,Transport,52.82,60,Moyen,2025-06,1,1,Confirmé
C356,60-69,Occitanie,Premium,32,Faible,loisirs,Accompagnement,Visite à domicile,65.81,30,Moyen,2025-06,1,1,Terminé
C357,70-79,Auvergne-Rhône-Alpes,Basique,33,Moyenne,loisirs,Administratif,Accès numérique,68.5,90,Moyen,2025-04,1,0,Terminé
C358,60-69,PACA,Basique,20,Moyenne,administratif,Santé,Atelier bien-être,53.86,30,Moyen,2025-11,1,0,Confirmé
C359,70-79,PACA,Basique,35,Moyenne,loisirs,Loisirs,Atelier créatif,54.55,90,Facile,2025-05,1,1,Confirmé
C360,60-69,Île-de-France,Basique,36,Élevée,santé,Loisirs,Atelier mémoire,26.69,60,Avancé,2025-08,1,0,Annulé
C361,70-79,Bretagne,Basique,44,Élevée,"loisirs,administratif",Loisirs,Atelier mémoire,73.41,30,Facile,2025-02,1,1,Terminé
C362,70-79,Occitanie,Basique,14,Moyenne,santé,Administratif,Aide démarches,61.48,60,Avancé,2025-02,1,0,Confirmé
C363,80+,Auvergne-Rhône-Alpes,Basique,32,Faible,"loisirs,santé,accompagnement",Accompagnement,Transport,79.15,30,Moyen,2025-04,1,0,Terminé
C364,70-79,Île-de-France,Basique,53,Moyenne,"loisirs,administratif",Loisirs,Atelier créatif,64.96,90,Facile,2025-07,1,1,Confirmé
C365,70-79,Auvergne-Rhône-Alpes,Premium,60,Moyenne,"administratif,santé",Administratif,Aide démarches,62.44,60,Facile,2025-10,1,1,Terminé
C366,60-69,PACA,Premium,14,Moyenne,santé,Administratif,Gestion courrier,56.02,60,Avancé,2025-03,1,1,Terminé
C367,60-69,Occitanie,Basique,11,Élevée,"accompagnement,administratif",Loisirs,Atelier créatif,40.4,90,Avancé,2025-05,1,0,Terminé
C368,60-69,Auvergne-Rhône-Alpes,Basique,22,Élevée,loisirs,Loisirs,Sortie culturelle,22.49,30,Moyen,2025-06,1,0,Terminé
C369,70-79,PACA,Premium,43,Faible,"accompagnement,administratif",Santé,Séance kiné,38.17,90,Facile,2025-07,1,1,Confirmé
C370,70-79,Île-de-France,Premium,4,Faible,santé,Santé,Séance kiné,49.23,30,Moyen,2025-09,1,0,Annulé
C371,60-69,Occitanie,Basique,19,Moyenne,administratif,Administratif,Gestion courrier,36.61,30,Facile,2025-07,1,0,Terminé
C372,60-69,PACA,Premium,53,Élevée,"administratif,santé",Santé,Atelier bien-être,53.17,60,Facile,2025-03,1,1,Terminé
C373,70-79,Bretagne,Basique,38,Moyenne,"administratif,accompagnement,santé",Administratif,Gestion courrier,31.7,60,Moyen,2025-10,1,1,Terminé
C374,60-69,PACA,Basique,39,Élevée,santé,Administratif,Gestion courrier,35.74,30,Facile,2025-04,1,1,Terminé
C375,70-79,Bretagne,Premium,52,Faible,santé,Accompagnement,Aide courses,56.05,30,Facile,2025-03,1,1,Terminé
C376,60-69,Auvergne-Rhône-Alpes,Basique,0,Faible,"administratif,loisirs",Santé,Suivi médical,29.88,60,Facile,2025-03,1,0,Terminé
C377,70-79,Occitanie,Premium,43,Élevée,accompagnement,Santé,Suivi médical,43.65,60,Moyen,2025-07,1,1,Terminé
C378,70-79,Bretagne,Basique,10,Élevée,administratif,Loisirs,Sortie culturelle,48.58,90,Moyen,2025-03,1,1,Confirmé
C379,80+,Île-de-France,Basique,43,Moyenne,loisirs,Loisirs,Atelier mémoire,46.57,90,Facile,2025-07,1,0,Terminé
C380,80+,Bretagne,Basique,43,Faible,administratif,Accompagnement,Aide courses,74.79,60,Moyen,2025-03,1,1,Terminé
C381,80+,PACA,Basique,57,Faible,"accompagnement,administratif",Santé,Suivi médical,65.92,90,Facile,2025-09,1,1,Terminé
